EXECUTION_DATE,active,team,name,airOuts,atBats,atBatsPerHomeRun,avg,babip,baseOnBalls,catchersInterference,caughtStealing,doubles,gamesPlayed,groundIntoDoublePlay,groundOuts,groundOutsToAirouts,hitByPitch,hits,homeRuns,intentionalWalks,leftOnBase,numberOfPitches,obp,ops,plateAppearances,rbi,runs,sacBunts,sacFlies,slg,stolenBasePercentage,stolenBases,strikeOuts,totalBases,triples
2026/03/27,True,New York Yankees,Austin Wells,1,3,-.--,.667,.667,1,0,0,0,1,0,0,0.00,0,2,0,0,0,14,.750,1.417,4,0,1,0,0,.667,.---,0,0,2,0
2026/03/27,True,Philadelphia Phillies,Kyle Schwarber,1,4,4.00,.250,.000,0,0,0,0,1,0,1,1.00,0,1,1,0,2,18,.250,1.250,4,2,1,0,0,1.000,.---,0,1,4,0
2026/03/27,True,Minnesota Twins,James Outman,0,0,-.--,.000,.---,0,0,0,0,1,0,0,-.--,0,0,0,0,0,0,.000,.000,0,0,0,0,0,.000,.---,0,0,0,0
2026/03/27,True,Los Angeles Dodgers,Will Smith,1,4,4.00,.500,.333,0,0,0,0,1,0,1,1.00,0,2,1,0,0,12,.500,1.750,4,3,1,0,0,1.250,.---,0,0,5,0
2026/03/27,True,New York Mets,Luis Robert,0,4,-.--,.500,.667,1,0,0,0,1,0,1,1.00,0,2,0,0,1,25,.600,1.100,5,2,1,0,0,.500,.---,0,1,2,0
2026/03/27,True,Pittsburgh Pirates,Marcell Ozuna,3,4,-.--,.000,.000,0,0,0,0,1,0,0,0.00,0,0,0,0,1,18,.000,.000,4,0,0,0,0,.000,.---,0,1,0,0
2026/03/27,True,Los Angeles Angels,Bryce Teodosio,0,1,-.--,.000,.000,0,0,0,0,1,0,1,1.00,0,0,0,0,2,8,.000,.000,1,0,0,0,0,.000,.---,0,0,0,0
2026/03/27,True,Los Angeles Dodgers,Andy Pages,1,4,4.00,.500,.500,0,0,0,0,1,0,0,0.00,0,2,1,0,1,23,.500,1.750,4,3,1,0,0,1.250,.---,0,1,5,0
2026/03/27,True,St. Louis Cardinals,Nolan Gorman,2,4,-.--,.250,.333,0,0,0,0,1,0,0,0.00,0,1,0,0,2,17,.250,.500,4,2,1,0,0,.250,.---,0,1,1,0
2026/03/27,True,Texas Rangers,Jake Burger,0,4,4.00,.750,1.000,0,0,0,0,1,0,0,-.--,0,3,1,0,0,10,.750,2.250,4,2,1,0,0,1.500,.---,0,1,6,0
2026/03/27,True,Cleveland Guardians,Brayan Rocchio,0,3,-.--,.667,1.000,0,0,0,1,1,0,0,-.--,1,2,0,0,0,15,.750,1.750,4,2,1,0,0,1.000,.---,0,1,3,0
2026/03/27,True,Houston Astros,Nick Allen,0,1,-.--,.000,.---,0,0,0,0,1,0,0,-.--,0,0,0,0,0,4,.000,.000,1,0,0,0,0,.000,.---,0,1,0,0
2026/03/27,True,Chicago White Sox,Everson Pereira,0,3,-.--,.000,.---,0,0,0,0,1,0,0,-.--,0,0,0,0,3,11,.000,.000,3,0,0,0,0,.000,.---,0,3,0,0
2026/03/27,True,Seattle Mariners,Julio Rodríguez,1,4,-.--,.000,.000,0,0,0,0,1,0,0,0.00,0,0,0,0,1,15,.000,.000,4,0,0,0,0,.000,.---,0,3,0,0
2026/03/27,True,Philadelphia Phillies,Justin Crawford,2,4,-.--,.500,.500,0,0,0,0,1,0,0,0.00,0,2,0,0,3,14,.500,1.000,4,0,1,0,0,.500,.---,0,0,2,0
2026/03/27,True,Texas Rangers,Ezequiel Duran,0,1,-.--,.000,.---,0,0,0,0,1,0,0,-.--,0,0,0,0,1,5,.000,.000,1,0,0,0,0,.000,.---,0,1,0,0
2026/03/27,True,Baltimore Orioles,Pete Alonso,1,3,-.--,.000,.000,1,0,0,0,1,0,0,0.00,0,0,0,0,0,19,.250,.250,4,0,0,0,0,.000,.---,0,2,0,0
2026/03/27,True,San Francisco Giants,Casey Schmitt,1,3,-.--,.000,.000,0,0,0,0,1,0,2,2.00,1,0,0,0,2,10,.250,.250,4,0,0,0,0,.000,.---,0,0,0,0
2026/03/27,True,Chicago Cubs,Michael Conforto,0,1,-.--,.000,.---,0,0,0,0,1,0,0,-.--,0,0,0,0,2,4,.000,.000,1,0,0,0,0,.000,.---,0,1,0,0
2026/03/27,True,Cleveland Guardians,José Ramírez,2,5,-.--,.200,.333,0,0,0,1,1,0,0,0.00,0,1,0,0,0,16,.200,.600,5,2,0,0,0,.400,1.000,1,2,2,0
2026/03/27,True,Seattle Mariners,Cole Young,0,3,-.--,.000,.---,0,0,0,0,1,0,0,-.--,0,0,0,0,0,12,.000,.000,3,0,0,0,0,.000,.---,0,3,0,0
2026/03/27,True,Boston Red Sox,Caleb Durbin,1,3,-.--,.000,.000,1,0,0,0,1,0,2,2.00,0,0,0,0,2,16,.250,.250,4,0,0,0,0,.000,.---,0,0,0,0
2026/03/27,True,Chicago White Sox,Reese McGuire,0,1,-.--,.000,.---,0,0,0,0,1,0,0,-.--,0,0,0,0,0,3,.000,.000,1,0,0,0,0,.000,.---,0,1,0,0
2026/03/27,True,Milwaukee Brewers,William Contreras,2,3,-.--,.333,.333,2,0,0,1,1,0,0,0.00,0,1,0,1,2,19,.600,1.267,5,3,1,0,0,.667,.---,0,0,2,0
2026/03/27,True,San Diego Padres,Fernando Tatis,1,4,-.--,.250,.250,0,0,0,0,1,0,2,2.00,0,1,0,0,0,11,.250,.500,4,0,1,0,0,.250,.---,0,0,1,0
2026/03/27,True,Detroit Tigers,Javier Báez,1,3,-.--,.333,.500,1,0,0,0,1,0,0,0.00,0,1,0,0,3,18,.500,.833,4,0,0,0,0,.333,.---,0,1,1,0
2026/03/27,True,Boston Red Sox,Wilyer Abreu,0,4,-.--,.250,.333,0,0,0,0,1,0,2,2.00,0,1,0,0,1,17,.250,.500,4,0,0,0,0,.250,.---,0,1,1,0
2026/03/27,True,Chicago Cubs,Moisés Ballesteros,1,3,-.--,.000,.000,1,0,0,0,1,0,1,1.00,0,0,0,0,3,20,.250,.250,4,0,0,0,0,.000,.---,0,1,0,0
2026/03/27,True,Baltimore Orioles,Samuel Basallo,1,4,-.--,.250,.333,0,0,0,0,1,0,1,1.00,0,1,0,0,2,12,.250,.500,4,0,1,0,0,.250,.---,0,1,1,0
2026/03/27,True,Los Angeles Angels,Jorge Soler,2,5,-.--,.200,.333,0,0,0,0,1,0,0,0.00,0,1,0,0,1,28,.200,.400,5,0,0,0,0,.200,.---,0,2,1,0
2026/03/27,True,Chicago White Sox,Munetaka Murakami,0,2,2.00,.500,.000,2,0,0,0,1,0,1,1.00,0,1,1,0,0,18,.750,2.750,4,1,1,0,0,2.000,.---,0,0,4,0
2026/03/27,True,Texas Rangers,Josh Smith,1,3,-.--,.000,.000,0,0,0,0,1,0,1,1.00,0,0,0,0,1,8,.000,.000,3,0,0,0,0,.000,.---,0,1,0,0
2026/03/27,True,Pittsburgh Pirates,Jared Triolo,1,4,-.--,.250,.333,0,0,0,1,1,0,1,1.00,0,1,0,0,0,15,.250,.750,4,0,1,0,0,.500,.---,0,1,2,0
2026/03/27,True,San Francisco Giants,Jung Hoo Lee,3,4,-.--,.000,.000,0,0,0,0,1,0,1,0.33,0,0,0,0,3,13,.000,.000,4,0,0,0,0,.000,.---,0,0,0,0
2026/03/27,True,Chicago White Sox,Austin Hays,0,4,-.--,.250,.500,0,0,0,0,1,0,1,1.00,0,1,0,0,3,17,.250,.500,4,0,0,0,0,.250,.---,0,2,1,0
2026/03/27,True,New York Mets,Francisco Lindor,1,2,-.--,.000,.000,3,0,0,0,1,0,1,1.00,0,0,0,0,2,25,.600,.600,5,0,3,0,0,.000,.---,0,0,0,0
2026/03/27,True,Baltimore Orioles,Blaze Alexander,1,3,-.--,.333,.500,0,0,0,0,1,0,0,0.00,0,1,0,0,1,14,.333,.666,3,1,0,0,0,.333,.---,0,1,1,0
2026/03/27,True,Arizona Diamondbacks,Nolan Arenado,1,3,-.--,.333,.500,0,0,0,0,1,0,0,0.00,0,1,0,0,0,10,.333,.666,3,0,0,0,0,.333,.---,0,1,1,0
2026/03/27,True,Arizona Diamondbacks,Alek Thomas,2,3,-.--,.000,.000,0,0,0,0,1,0,0,0.00,0,0,0,0,1,12,.000,.000,3,0,0,0,0,.000,.---,0,1,0,0
2026/03/27,True,Chicago Cubs,Alex Bregman,1,4,-.--,.250,.333,1,0,0,0,1,0,1,1.00,0,1,0,0,2,27,.400,.650,5,0,0,0,0,.250,.---,0,1,1,0
2026/03/27,True,Chicago Cubs,Carson Kelly,1,3,-.--,.333,.333,1,0,0,0,1,0,1,1.00,0,1,0,0,0,22,.500,.833,4,0,0,0,0,.333,.---,0,0,1,0
2026/03/27,True,Arizona Diamondbacks,Tim Tawa,0,3,-.--,.333,.500,0,0,0,0,1,0,1,1.00,0,1,0,0,0,7,.333,.666,3,0,0,0,0,.333,.---,0,1,1,0
2026/03/27,True,Los Angeles Angels,Nolan Schanuel,1,5,5.00,.200,.000,0,0,0,0,1,0,0,0.00,0,1,1,0,3,24,.200,1.000,5,1,1,0,0,.800,.---,0,3,4,0
2026/03/27,True,Texas Rangers,Corey Seager,1,4,-.--,.500,.667,0,0,0,0,1,0,0,0.00,0,2,0,0,0,17,.500,1.000,4,0,1,0,0,.500,.---,0,1,2,0
2026/03/27,True,Houston Astros,Joey Loperfido,1,4,-.--,.500,.500,0,0,0,1,1,0,1,1.00,0,2,0,0,0,8,.500,1.250,4,0,0,0,0,.750,.---,0,0,3,0
2026/03/27,True,Detroit Tigers,Parker Meadows,2,4,-.--,.250,.333,0,0,0,0,1,0,0,0.00,0,1,0,0,2,12,.250,.500,4,2,0,0,0,.250,.---,0,1,1,0
2026/03/27,True,Milwaukee Brewers,Sal Frelick,0,3,3.00,.333,.000,2,0,0,0,1,0,2,2.00,0,1,1,0,0,23,.600,1.933,5,2,2,0,0,1.333,.---,0,0,4,0
2026/03/27,True,New York Mets,Juan Soto,1,4,-.--,.500,.500,1,0,0,0,1,0,1,1.00,0,2,0,0,0,20,.600,1.100,5,1,1,0,0,.500,.---,0,0,2,0
2026/03/27,True,Boston Red Sox,Trevor Story,1,5,-.--,.200,.250,0,0,0,0,1,1,2,2.00,0,1,0,0,5,12,.200,.400,5,1,0,0,0,.200,.---,0,1,1,0
2026/03/27,True,Texas Rangers,Josh Jung,0,4,-.--,.000,.000,0,0,0,0,1,0,3,3.00,0,0,0,0,3,18,.000,.000,4,0,0,0,0,.000,.---,0,1,0,0
2026/03/27,True,Cleveland Guardians,Daniel Schneemann,0,2,-.--,.500,1.000,0,0,0,1,1,0,0,-.--,0,1,0,0,1,9,.500,1.500,2,0,1,0,0,1.000,.---,0,1,2,0
2026/03/27,True,Texas Rangers,Evan Carter,1,2,-.--,.000,.000,0,0,0,0,1,0,1,1.00,0,0,0,0,1,7,.000,.000,2,0,0,0,0,.000,.---,0,0,0,0
2026/03/27,True,Pittsburgh Pirates,Oneil Cruz,0,5,-.--,.200,.500,0,0,0,0,1,0,1,1.00,0,1,0,0,2,27,.200,.400,5,0,1,0,0,.200,.---,0,3,1,0
2026/03/27,True,San Diego Padres,Ramón Laureano,2,4,4.00,.250,.000,0,0,0,0,1,0,0,0.00,0,1,1,0,0,15,.250,1.250,4,1,1,0,0,1.000,.---,0,1,4,0
2026/03/27,True,New York Yankees,Jazz Chisholm,0,3,-.--,.333,.333,0,0,0,0,1,0,2,2.00,1,1,0,0,1,8,.500,.833,4,0,1,0,0,.333,1.000,1,0,1,0
2026/03/27,True,Milwaukee Brewers,Jake Bauers,1,5,5.00,.400,.500,0,0,0,0,1,0,0,0.00,0,2,1,0,2,16,.400,1.400,5,3,2,0,0,1.000,.---,0,2,5,0
2026/03/27,True,New York Yankees,Cody Bellinger,1,5,-.--,.200,.333,0,0,0,0,1,0,1,1.00,0,1,0,0,2,17,.200,.400,5,0,1,0,0,.200,.---,0,2,1,0
2026/03/27,True,San Diego Padres,Nick Castellanos,1,1,-.--,.000,.000,0,0,0,0,1,0,0,0.00,0,0,0,0,3,3,.000,.000,1,0,0,0,0,.000,.---,0,0,0,0
2026/03/27,True,St. Louis Cardinals,Ramón Urías,0,0,-.--,.000,.---,0,0,0,0,1,0,0,-.--,0,0,0,0,0,0,.000,.000,0,0,0,0,0,.000,.---,0,0,0,0
2026/03/27,True,San Diego Padres,Gavin Sheets,1,3,-.--,.000,.000,0,0,0,0,1,0,2,2.00,0,0,0,0,0,6,.000,.000,3,0,0,0,0,.000,.---,0,0,0,0
2026/03/27,True,Seattle Mariners,Luke Raley,1,4,4.00,.250,.000,0,0,0,0,1,0,0,0.00,0,1,1,0,1,11,.250,1.250,4,1,1,0,0,1.000,.---,0,2,4,0
2026/03/27,True,Washington Nationals,Andrés Chaparro,1,3,-.--,.667,.667,0,0,0,1,1,0,0,0.00,0,2,0,0,0,7,.667,1.667,3,0,1,0,0,1.000,.---,0,0,3,0
2026/03/27,True,Chicago White Sox,Miguel Vargas,0,3,-.--,.000,.---,1,0,0,0,1,0,0,-.--,0,0,0,0,1,21,.250,.250,4,0,0,0,0,.000,.---,0,3,0,0
2026/03/27,True,Philadelphia Phillies,Bryce Harper,1,4,-.--,.000,.000,0,0,0,0,1,0,1,1.00,0,0,0,0,2,14,.000,.000,4,0,0,0,0,.000,.---,0,2,0,0
2026/03/27,True,Boston Red Sox,Carlos Narváez,1,3,-.--,.333,.500,0,0,0,0,1,0,1,1.00,0,1,0,0,1,11,.333,.666,4,0,0,1,0,.333,.---,0,1,1,0
2026/03/27,True,Texas Rangers,Wyatt Langford,0,4,-.--,.000,.000,0,0,0,0,1,0,2,2.00,0,0,0,0,1,20,.000,.000,4,0,0,0,0,.000,.---,0,2,0,0
2026/03/27,True,Tampa Bay Rays,Jonathan Aranda,1,4,4.00,.500,.333,1,0,0,0,1,0,1,1.00,0,2,1,0,1,18,.500,1.750,6,2,1,0,1,1.250,.---,0,1,5,0
2026/03/27,True,San Diego Padres,Freddy Fermin,1,3,-.--,.000,.000,1,0,0,0,1,0,1,1.00,0,0,0,0,0,19,.250,.250,4,0,0,0,0,.000,.---,0,1,0,0
2026/03/27,True,Boston Red Sox,Willson Contreras,2,4,-.--,.000,.000,1,0,0,0,1,0,1,0.50,0,0,0,0,3,20,.200,.200,5,0,0,0,0,.000,.---,0,1,0,0
2026/03/27,True,Seattle Mariners,Dominic Canzone,1,4,2.00,.500,.000,0,0,0,0,1,0,1,1.00,0,2,2,0,0,14,.500,2.500,4,2,2,0,0,2.000,.---,0,0,8,0
2026/03/27,True,Chicago Cubs,Dansby Swanson,0,2,-.--,.000,.000,2,0,0,0,1,0,2,2.00,0,0,0,0,2,23,.500,.500,4,1,1,0,0,.000,.---,0,0,0,0
2026/03/27,True,Houston Astros,Carlos Correa,1,4,-.--,.000,.000,0,0,0,0,1,0,2,2.00,0,0,0,0,3,16,.000,.000,4,0,0,0,0,.000,.---,0,1,0,0
2026/03/27,True,Chicago White Sox,Chase Meidroth,0,2,2.00,.500,.---,2,0,0,0,1,0,0,-.--,0,1,1,0,0,23,.750,2.750,4,1,1,0,0,2.000,.---,0,1,4,0
2026/03/27,True,Los Angeles Angels,Josh Lowe,2,4,-.--,.000,.000,0,0,0,0,1,0,0,0.00,0,0,0,0,5,24,.000,.000,4,0,0,0,0,.000,.---,0,2,0,0
2026/03/27,True,Minnesota Twins,Matt Wallner,0,2,-.--,.000,.000,2,0,0,0,1,0,1,1.00,0,0,0,0,1,20,.500,.500,4,0,0,0,0,.000,.---,0,1,0,0
2026/03/27,True,Los Angeles Dodgers,Freddie Freeman,2,4,-.--,.000,.000,1,0,0,0,1,0,2,1.00,0,0,0,0,5,17,.200,.200,5,0,0,0,0,.000,.---,0,0,0,0
2026/03/27,True,Milwaukee Brewers,David Hamilton,1,2,-.--,.500,.500,2,1,0,0,1,0,0,0.00,0,1,0,0,0,26,.750,1.250,5,1,2,0,0,.500,1.000,1,0,1,0
2026/03/27,True,Tampa Bay Rays,Jake Fraley,0,1,-.--,1.000,1.000,0,0,0,0,1,0,0,-.--,0,1,0,0,0,2,1.000,2.000,1,0,0,0,0,1.000,.---,0,0,1,0
2026/03/27,True,Los Angeles Angels,Jo Adell,0,3,-.--,.667,.667,1,0,0,0,1,0,1,1.00,1,2,0,0,1,15,.800,1.467,5,0,1,0,0,.667,.---,0,0,2,0
2026/03/27,True,New York Yankees,Aaron Judge,0,5,-.--,.000,.000,0,0,0,0,1,0,1,1.00,0,0,0,0,4,24,.000,.000,5,0,0,0,0,.000,.---,0,4,0,0
2026/03/27,True,Cincinnati Reds,Will Benson,0,1,-.--,.000,.---,0,0,0,0,1,0,0,-.--,0,0,0,0,1,4,.000,.000,1,0,0,0,0,.000,.---,0,1,0,0
2026/03/27,True,New York Mets,Bo Bichette,2,4,-.--,.000,.000,0,0,0,0,1,0,0,0.00,0,0,0,0,5,26,.000,.000,5,1,0,0,1,.000,.---,0,3,0,0
2026/03/27,True,Los Angeles Dodgers,Max Muncy,0,2,-.--,.500,1.000,2,0,0,0,1,0,0,-.--,0,1,0,0,3,22,.750,1.250,4,0,1,0,0,.500,.---,0,1,1,0
2026/03/27,True,Texas Rangers,Kyle Higashioka,0,1,-.--,1.000,1.000,0,0,0,0,1,0,0,-.--,0,1,0,0,0,6,1.000,2.000,1,0,1,0,0,1.000,.---,0,0,1,0
2026/03/27,True,Cincinnati Reds,Noelvi Marte,0,2,-.--,.000,.---,0,0,0,0,1,0,0,-.--,0,0,0,0,3,10,.000,.000,2,0,0,0,0,.000,.---,0,2,0,0
2026/03/27,True,New York Mets,Francisco Alvarez,2,4,4.00,.500,.333,0,0,0,0,1,0,0,0.00,1,2,1,0,2,19,.600,1.850,5,1,2,0,0,1.250,.---,0,0,5,0
2026/03/27,True,San Diego Padres,Manny Machado,1,3,-.--,.333,.500,1,0,0,0,1,0,0,0.00,0,1,0,0,1,12,.500,.833,4,0,0,0,0,.333,.---,0,1,1,0
2026/03/27,True,Cleveland Guardians,Angel Martínez,1,2,-.--,.000,.000,0,0,0,0,1,0,0,0.00,0,0,0,0,3,12,.000,.000,2,0,0,0,0,.000,.---,0,1,0,0
2026/03/27,True,Chicago White Sox,Luisangel Acuña,1,3,-.--,.333,.333,0,0,0,0,1,0,1,1.00,0,1,0,0,0,8,.333,.666,3,0,0,0,0,.333,.---,0,0,1,0
2026/03/27,True,St. Louis Cardinals,Pedro Pagés,2,4,-.--,.250,.250,0,0,0,0,1,1,1,0.50,0,1,0,0,3,18,.250,.500,4,0,1,0,0,.250,.---,0,0,1,0
2026/03/27,True,Cleveland Guardians,Bo Naylor,2,5,-.--,.000,.000,0,0,0,0,1,1,2,1.00,0,0,0,0,2,21,.000,.000,5,0,0,0,0,.000,.---,0,1,0,0
2026/03/27,True,Minnesota Twins,Brooks Lee,0,3,-.--,.000,.000,0,0,0,0,1,0,1,1.00,0,0,0,0,3,9,.000,.000,3,0,0,0,0,.000,.---,0,2,0,0
2026/03/27,True,Texas Rangers,Joc Pederson,1,1,-.--,.000,.000,0,0,0,0,1,0,0,0.00,0,0,0,0,1,2,.000,.000,1,0,0,0,0,.000,.---,0,0,0,0
2026/03/27,True,Philadelphia Phillies,J.T. Realmuto,0,3,-.--,.000,.---,0,0,0,0,1,0,0,-.--,1,0,0,0,1,16,.250,.250,4,0,0,0,0,.000,.---,0,3,0,0
2026/03/27,True,Washington Nationals,Joey Wiemer,0,3,3.00,1.000,1.000,1,0,0,0,1,0,0,-.--,0,3,1,0,0,12,1.000,3.000,4,1,2,0,0,2.000,.---,0,0,6,0
2026/03/27,True,Detroit Tigers,Colt Keith,1,5,-.--,.400,.500,0,0,0,0,1,0,1,1.00,0,2,0,0,2,19,.400,.800,5,0,1,0,0,.400,.---,0,1,2,0
2026/03/27,True,New York Yankees,Ryan McMahon,0,3,-.--,.333,1.000,1,0,0,0,1,0,0,-.--,0,1,0,0,1,18,.500,.833,4,2,1,0,0,.333,.---,0,2,1,0
2026/03/27,True,Houston Astros,Jose Altuve,0,3,-.--,.000,.000,1,0,0,0,1,0,3,3.00,0,0,0,0,1,13,.250,.250,4,0,0,0,0,.000,.---,0,0,0,0
2026/03/27,True,Houston Astros,Christian Walker,0,3,-.--,.333,.333,0,0,0,1,1,0,2,2.00,0,1,0,0,2,9,.333,1.000,3,0,0,0,0,.667,.---,0,0,2,0
2026/03/27,True,Cincinnati Reds,Elly De La Cruz,0,4,-.--,.250,.500,0,0,0,0,1,0,1,1.00,0,1,0,0,0,10,.250,.500,4,0,0,0,0,.250,.---,0,2,1,0
2026/03/27,True,Houston Astros,Yordan Alvarez,1,3,-.--,.000,.000,1,0,0,0,1,0,1,1.00,0,0,0,1,2,8,.250,.250,4,0,0,0,0,.000,.---,0,1,0,0
2026/03/27,True,St. Louis Cardinals,Jordan Walker,1,4,-.--,.250,.250,0,0,0,1,1,0,2,2.00,0,1,0,0,0,9,.250,.750,4,0,1,0,0,.500,.---,0,0,2,0
2026/03/27,True,St. Louis Cardinals,Masyn Winn,2,5,-.--,.200,.250,0,0,0,1,1,0,1,0.50,0,1,0,0,4,23,.200,.600,5,0,1,0,0,.400,.---,0,1,2,0
2026/03/27,True,Minnesota Twins,Byron Buxton,1,4,-.--,.250,.333,0,0,0,0,1,0,1,1.00,0,1,0,0,1,13,.250,1.000,4,0,1,0,0,.750,.---,0,1,3,1
2026/03/27,True,Baltimore Orioles,Tyler O'Neill,1,2,-.--,.500,.500,1,0,0,0,1,0,0,0.00,0,1,0,0,0,14,.667,1.167,3,0,1,0,0,.500,.---,0,0,1,0
2026/03/27,True,Houston Astros,Isaac Paredes,2,3,-.--,.000,.000,1,0,0,0,1,0,0,0.00,0,0,0,0,0,24,.250,.250,4,0,0,0,0,.000,.---,0,1,0,0
2026/03/27,True,Detroit Tigers,Kevin McGonigle,1,5,-.--,.800,.800,0,0,0,2,1,0,0,0.00,0,4,0,0,0,17,.800,2.000,5,2,2,0,0,1.200,.---,0,0,6,0
2026/03/27,True,Washington Nationals,CJ Abrams,1,4,-.--,.250,.333,0,0,0,0,1,0,1,1.00,0,1,0,0,1,13,.250,.500,4,2,0,0,0,.250,.---,0,1,1,0
2026/03/27,True,Baltimore Orioles,Taylor Ward,3,4,-.--,.000,.000,0,0,0,0,1,0,1,0.33,0,0,0,0,1,16,.000,.000,4,0,0,0,0,.000,.---,0,0,0,0
2026/03/27,True,Minnesota Twins,Josh Bell,0,3,-.--,.000,.---,1,0,0,0,1,0,0,-.--,0,0,0,0,3,20,.250,.250,4,0,0,0,0,.000,.---,0,3,0,0
2026/03/27,True,Los Angeles Dodgers,Mookie Betts,1,4,-.--,.250,.333,0,0,0,0,1,0,1,1.00,1,1,0,0,3,15,.400,.650,5,1,1,0,0,.250,.---,0,1,1,0
2026/03/27,True,Boston Red Sox,Ceddanne Rafaela,1,4,-.--,.500,.500,0,0,0,0,1,1,1,1.00,0,2,0,0,3,15,.500,1.000,4,1,0,0,0,.500,.---,0,0,2,0
2026/03/27,True,Detroit Tigers,Riley Greene,1,4,-.--,.000,.000,1,0,0,0,1,0,1,1.00,0,0,0,0,1,21,.200,.200,5,0,1,0,0,.000,.---,0,2,0,0
2026/03/27,True,Texas Rangers,Andrew McCutchen,0,2,-.--,.500,1.000,0,0,0,1,1,0,0,-.--,0,1,0,0,2,11,.500,1.500,2,0,0,0,0,1.000,.---,0,1,2,0
2026/03/27,True,Milwaukee Brewers,Christian Yelich,0,4,-.--,.500,.500,1,0,0,0,1,0,2,2.00,0,2,0,0,2,20,.600,1.100,5,1,2,0,0,.500,.---,0,0,2,0
2026/03/27,True,Arizona Diamondbacks,Corbin Carroll,2,4,-.--,.250,.250,0,0,0,0,1,0,1,0.50,0,1,0,0,0,15,.250,.500,4,0,1,0,0,.250,.---,0,0,1,0
2026/03/27,True,Minnesota Twins,Victor Caratini,1,3,-.--,.333,.333,1,0,0,0,1,1,1,1.00,0,1,0,0,4,15,.500,.833,4,0,0,0,0,.333,.---,0,0,1,0
2026/03/27,True,Baltimore Orioles,Gunnar Henderson,0,4,-.--,.000,.000,0,0,0,0,1,0,2,2.00,0,0,0,0,0,13,.000,.000,4,0,0,0,0,.000,.---,0,2,0,0
2026/03/27,True,San Diego Padres,Miguel Andujar,1,3,-.--,.000,.000,1,0,0,0,1,0,2,2.00,0,0,0,0,2,13,.250,.250,4,0,0,0,0,.000,.---,0,0,0,0
2026/03/27,True,New York Mets,Marcus Semien,2,5,-.--,.400,.500,0,0,0,1,1,0,0,0.00,0,2,0,0,0,11,.400,1.000,5,1,0,0,0,.600,.---,0,1,3,0
